,year,destiny,origin,accepted
46371,2009,Malta,Western Sahara,0
46372,2009,Malta,Zimbabwe,0
46373,2009,Mauritania,Angola,0
46374,2009,Mauritania,Cameroon,1
46375,2009,Mauritania,Central African Rep.,1
46376,2009,Mauritania,Chad,0
46377,2009,Mauritania,Congo,2
46378,2009,Mauritania,Côte d'Ivoire,36
46379,2009,Mauritania,Dem. Rep. of the Congo,10
46380,2009,Mauritania,Gambia,0
46381,2009,Mauritania,Ghana,0
46382,2009,Mauritania,Guinea,1
46383,2009,Mauritania,Guinea-Bissau,0
46384,2009,Mauritania,Iraq,1
46385,2009,Mauritania,Liberia,0
46386,2009,Mauritania,Mali,0
46387,2009,Mauritania,Morocco,0
46388,2009,Mauritania,Nigeria,0
46389,2009,Mauritania,Palestinian,13
46390,2009,Mauritania,Senegal,4
46391,2009,Mauritania,Sierra Leone,0
46392,2009,Mauritania,Somalia,1
46393,2009,Mauritania,Sudan,1
46394,2009,Mauritania,Togo,0
46395,2009,Mauritania,Uganda,0
46396,2009,Mexico,Austria,0
46397,2009,Mexico,Bangladesh,0
46398,2009,Mexico,Belize,0
46399,2009,Mexico,Brazil,0
46400,2009,Mexico,Cameroon,2
46401,2009,Mexico,Chile,0
46402,2009,Mexico,China,0
46403,2009,Mexico,Colombia,25
46404,2009,Mexico,Congo,2
46405,2009,Mexico,Cuba,2
46406,2009,Mexico,Dem. Rep. of the Congo,4
46407,2009,Mexico,Dominican Rep.,0
46408,2009,Mexico,Ecuador,0
46409,2009,Mexico,El Salvador,12
46410,2009,Mexico,Ethiopia,0
46411,2009,Mexico,Ghana,0
46412,2009,Mexico,Guatemala,6
46413,2009,Mexico,Guinea,1
46414,2009,Mexico,Haiti,26
46415,2009,Mexico,Honduras,5
46416,2009,Mexico,India,6
46417,2009,Mexico,Iran (Islamic Rep. of),7
46418,2009,Mexico,Iraq,3
46419,2009,Mexico,Ireland,0
46420,2009,Mexico,Liberia,0
46421,2009,Mexico,Myanmar,1
46422,2009,Mexico,Nicaragua,0
46423,2009,Mexico,Nigeria,4
46424,2009,Mexico,Pakistan,0
46425,2009,Mexico,Panama,0
46426,2009,Mexico,Peru,1
46427,2009,Mexico,Saudi Arabia,1
46428,2009,Mexico,Somalia,0
46429,2009,Mexico,South Africa,1
46430,2009,Mexico,Sri Lanka,9
46431,2009,Mexico,Sudan,0
46432,2009,Mexico,Turkey,2
46433,2009,Mexico,Turkmenistan,0
46434,2009,Mexico,Uganda,1
46435,2009,Mexico,United States of America,0
46436,2009,Mexico,Uruguay,0
46437,2009,Mexico,Zimbabwe,2
46438,2009,Mongolia,China,1
46439,2009,Mongolia,Iran (Islamic Rep. of),0
46440,2009,Mongolia,Pakistan,0
46441,2009,Montenegro,Albania,0
46442,2009,Montenegro,Croatia,0
46443,2009,Montenegro,Italy,0
46444,2009,Montenegro,Kenya,0
46445,2009,Montenegro,Russian Federation,0
46446,2009,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),0
46447,2009,Montenegro,The former Yugoslav Republic of Macedonia,0
46448,2009,Morocco,Algeria,0
46449,2009,Morocco,Angola,0
46450,2009,Morocco,Bangladesh,0
46451,2009,Morocco,Benin,0
46452,2009,Morocco,Botswana,0
46453,2009,Morocco,Burkina Faso,0
46454,2009,Morocco,Cameroon,2
46455,2009,Morocco,Central African Rep.,2
46456,2009,Morocco,Chad,1
46457,2009,Morocco,Congo,3
46458,2009,Morocco,Côte d'Ivoire,23
46459,2009,Morocco,Dem. Rep. of the Congo,29
46460,2009,Morocco,Eritrea,1
46461,2009,Morocco,Gambia,0
46462,2009,Morocco,Ghana,0
46463,2009,Morocco,Guinea,3
46464,2009,Morocco,Guinea-Bissau,0
46465,2009,Morocco,India,0
46466,2009,Morocco,Iraq,50
46467,2009,Morocco,Kenya,0
46468,2009,Morocco,Lebanon,0
46469,2009,Morocco,Liberia,0
46470,2009,Morocco,Libya,1
46471,2009,Morocco,Mali,0
46472,2009,Morocco,Mauritania,0
46473,2009,Morocco,Niger,0
46474,2009,Morocco,Nigeria,1
46475,2009,Morocco,Pakistan,0
46476,2009,Morocco,Palestinian,11
46477,2009,Morocco,Rwanda,1
46478,2009,Morocco,Senegal,4
46479,2009,Morocco,Sierra Leone,0
46480,2009,Morocco,Somalia,0
46481,2009,Morocco,Sudan,0
46482,2009,Morocco,Togo,0
46483,2009,Morocco,Tunisia,0
46484,2009,Morocco,Uganda,0
46485,2009,Morocco,United Rep. of Tanzania,0
46486,2009,Morocco,Yemen,4
46487,2009,Morocco,Zambia,0
46488,2009,Morocco,Zimbabwe,0
46489,2009,Mozambique,Afghanistan,0
46490,2009,Mozambique,Angola,5
46491,2009,Mozambique,Bangladesh,2
46492,2009,Mozambique,Burundi,150
46493,2009,Mozambique,Congo,0
46494,2009,Mozambique,Cuba,1
46495,2009,Mozambique,Côte d'Ivoire,0
46496,2009,Mozambique,Dem. Rep. of the Congo,322
46497,2009,Mozambique,Eritrea,0
46498,2009,Mozambique,Ethiopia,0
46499,2009,Mozambique,Guinea,0
46500,2009,Mozambique,Kenya,0
46501,2009,Mozambique,Liberia,0
46502,2009,Mozambique,Mauritania,0
46503,2009,Mozambique,Palestinian,0
46504,2009,Mozambique,Rwanda,24
46505,2009,Mozambique,Sierra Leone,0
46506,2009,Mozambique,Somalia,3
46507,2009,Mozambique,Sudan,1
46508,2009,Mozambique,Uganda,0
46509,2009,Mozambique,Zimbabwe,0
46510,2009,Namibia,Burundi,17
46511,2009,Namibia,Cameroon,1
46512,2009,Namibia,Chad,0
46513,2009,Namibia,Congo,0
46514,2009,Namibia,Côte d'Ivoire,0
46515,2009,Namibia,Dem. Rep. of the Congo,114
46516,2009,Namibia,Eritrea,1
46517,2009,Namibia,Ethiopia,0
46518,2009,Namibia,Ghana,0
46519,2009,Namibia,Guinea,0
46520,2009,Namibia,Kenya,0
46521,2009,Namibia,Liberia,0
46522,2009,Namibia,Nigeria,0
46523,2009,Namibia,Rwanda,2
46524,2009,Namibia,Sierra Leone,0
46525,2009,Namibia,Somalia,0
46526,2009,Namibia,Sudan,5
46527,2009,Namibia,Uganda,0
46528,2009,Namibia,United Rep. of Tanzania,0
46529,2009,Namibia,Zimbabwe,6
46530,2009,Nepal,Afghanistan,2
46531,2009,Nepal,Bhutan,0
46532,2009,Nepal,China,0
46533,2009,Nepal,Egypt,0
46534,2009,Nepal,Iran (Islamic Rep. of),0
46535,2009,Nepal,Iraq,1
46536,2009,Nepal,Myanmar,4
46537,2009,Nepal,Pakistan,1
46538,2009,Nepal,Rep. of Korea,0
46539,2009,Nepal,Somalia,11
46540,2009,Nepal,Sri Lanka,0
46541,2009,Netherlands,Afghanistan,22
46542,2009,Netherlands,Albania,0
46543,2009,Netherlands,Algeria,0
46544,2009,Netherlands,Angola,1
46545,2009,Netherlands,Argentina,0
46546,2009,Netherlands,Armenia,9
46547,2009,Netherlands,Australia,0
46548,2009,Netherlands,Azerbaijan,12
46549,2009,Netherlands,Bangladesh,0
46550,2009,Netherlands,Belarus,2
46551,2009,Netherlands,Belgium,0
46552,2009,Netherlands,Benin,0
46553,2009,Netherlands,Bhutan,24
46554,2009,Netherlands,Bosnia and Herzegovina,0
46555,2009,Netherlands,Botswana,0
46556,2009,Netherlands,Brazil,0
46557,2009,Netherlands,Bulgaria,0
46558,2009,Netherlands,Burkina Faso,0
46559,2009,Netherlands,Burundi,1
46560,2009,Netherlands,Cambodia,1
46561,2009,Netherlands,Cameroon,2
46562,2009,Netherlands,Central African Rep.,0
46563,2009,Netherlands,Chad,0
46564,2009,Netherlands,China,55
46565,2009,Netherlands,Colombia,0
46566,2009,Netherlands,Congo,5
46567,2009,Netherlands,Croatia,0
46568,2009,Netherlands,Cuba,0
46569,2009,Netherlands,Côte d'Ivoire,3
46570,2009,Netherlands,Dem. People's Rep. of Korea,0
46571,2009,Netherlands,Dem. Rep. of the Congo,5
46572,2009,Netherlands,Dominican Rep.,0
46573,2009,Netherlands,Ecuador,0
46574,2009,Netherlands,Egypt,6
46575,2009,Netherlands,Eritrea,18
46576,2009,Netherlands,Ethiopia,23
46577,2009,Netherlands,France,0
46578,2009,Netherlands,Gabon,0
46579,2009,Netherlands,Gambia,1
46580,2009,Netherlands,Georgia,1
46581,2009,Netherlands,Germany,0
46582,2009,Netherlands,Ghana,0
46583,2009,Netherlands,Guatemala,0
46584,2009,Netherlands,Guinea,3
46585,2009,Netherlands,Guinea-Bissau,0
46586,2009,Netherlands,India,0
46587,2009,Netherlands,Indonesia,0
46588,2009,Netherlands,Iran (Islamic Rep. of),91
46589,2009,Netherlands,Iraq,200
46590,2009,Netherlands,Israel,0
46591,2009,Netherlands,Jamaica,5
46592,2009,Netherlands,Jordan,0
46593,2009,Netherlands,Kazakhstan,1
46594,2009,Netherlands,Kenya,0
46595,2009,Netherlands,Kuwait,0
46596,2009,Netherlands,Kyrgyzstan,0
46597,2009,Netherlands,Lebanon,0
46598,2009,Netherlands,Liberia,0
46599,2009,Netherlands,Libya,3
46600,2009,Netherlands,Madagascar,0
46601,2009,Netherlands,Malawi,0
46602,2009,Netherlands,Mali,0
46603,2009,Netherlands,Mauritania,0
46604,2009,Netherlands,Mexico,0
46605,2009,Netherlands,Mongolia,0
46606,2009,Netherlands,Morocco,0
46607,2009,Netherlands,Mozambique,0
46608,2009,Netherlands,Myanmar,8
46609,2009,Netherlands,Nepal,12
46610,2009,Netherlands,Nicaragua,0
46611,2009,Netherlands,Niger,0
46612,2009,Netherlands,Nigeria,2
46613,2009,Netherlands,Pakistan,3
46614,2009,Netherlands,Palestinian,0
46615,2009,Netherlands,Papua New Guinea,0
46616,2009,Netherlands,Peru,0
46617,2009,Netherlands,Philippines,0
46618,2009,Netherlands,Rep. of Moldova,0
46619,2009,Netherlands,Russian Federation,2
46620,2009,Netherlands,Rwanda,2
46621,2009,Netherlands,San Marino,0
46622,2009,Netherlands,Saudi Arabia,0
46623,2009,Netherlands,Senegal,0
46624,2009,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),1
46625,2009,Netherlands,Sierra Leone,2
46626,2009,Netherlands,Somalia,93
46627,2009,Netherlands,South Africa,0
46628,2009,Netherlands,Spain,0
46629,2009,Netherlands,Sri Lanka,15
46630,2009,Netherlands,Stateless,7
46631,2009,Netherlands,Sudan,4
46632,2009,Netherlands,Suriname,0
46633,2009,Netherlands,Swaziland,0
46634,2009,Netherlands,Syrian Arab Rep.,10
46635,2009,Netherlands,Tajikistan,1
46636,2009,Netherlands,The former Yugoslav Republic of Macedonia,0
46637,2009,Netherlands,Togo,1
46638,2009,Netherlands,Tunisia,0
46639,2009,Netherlands,Turkey,5
46640,2009,Netherlands,Uganda,2
46641,2009,Netherlands,Ukraine,0
46642,2009,Netherlands,United Kingdom,0
46643,2009,Netherlands,United Rep. of Tanzania,0
46644,2009,Netherlands,United States of America,0
46645,2009,Netherlands,Uzbekistan,0
46646,2009,Netherlands,Various/Unknown,27
46647,2009,Netherlands,Venezuela (Bolivarian Republic of),0
46648,2009,Netherlands,Viet Nam,3
46649,2009,Netherlands,Yemen,0
46650,2009,Netherlands,Zambia,0
46651,2009,Netherlands,Zimbabwe,1
46652,2009,New Zealand,Afghanistan,2
46653,2009,New Zealand,Albania,0
46654,2009,New Zealand,Algeria,1
46655,2009,New Zealand,Angola,0
46656,2009,New Zealand,Bangladesh,1
46657,2009,New Zealand,Belarus,2
46658,2009,New Zealand,Bolivia (Plurinational State of),0
46659,2009,New Zealand,Brazil,0
46660,2009,New Zealand,Chad,0
46661,2009,New Zealand,Chile,0
46662,2009,New Zealand,China,14
46663,2009,New Zealand,"China, Macao SAR",0
46664,2009,New Zealand,Colombia,1
46665,2009,New Zealand,Congo,2
46666,2009,New Zealand,Czech Rep.,1
46667,2009,New Zealand,Dem. Rep. of the Congo,0
46668,2009,New Zealand,Egypt,1
46669,2009,New Zealand,Eritrea,1
46670,2009,New Zealand,Estonia,0
46671,2009,New Zealand,Ethiopia,3
46672,2009,New Zealand,Fiji,1
46673,2009,New Zealand,France,0
46674,2009,New Zealand,Ghana,0
46675,2009,New Zealand,Guinea,0
46676,2009,New Zealand,Guinea-Bissau,0
46677,2009,New Zealand,India,0
46678,2009,New Zealand,Indonesia,0
46679,2009,New Zealand,Iran (Islamic Rep. of),27
46680,2009,New Zealand,Iraq,17
46681,2009,New Zealand,Israel,0
46682,2009,New Zealand,Kenya,1
46683,2009,New Zealand,Kiribati,0
46684,2009,New Zealand,Kuwait,0
46685,2009,New Zealand,Kyrgyzstan,0
46686,2009,New Zealand,Lebanon,0
46687,2009,New Zealand,Madagascar,0
46688,2009,New Zealand,Malaysia,0
46689,2009,New Zealand,Mexico,1
46690,2009,New Zealand,Myanmar,1
46691,2009,New Zealand,Nepal,1
46692,2009,New Zealand,Nigeria,0
46693,2009,New Zealand,Pakistan,2
46694,2009,New Zealand,Palestinian,0
46695,2009,New Zealand,Poland,0
46696,2009,New Zealand,Romania,0
46697,2009,New Zealand,Russian Federation,2
46698,2009,New Zealand,Rwanda,0
46699,2009,New Zealand,Saudi Arabia,3
46700,2009,New Zealand,Singapore,0
46701,2009,New Zealand,Slovakia,0
46702,2009,New Zealand,Somalia,3
46703,2009,New Zealand,South Africa,2
46704,2009,New Zealand,Sri Lanka,18
46705,2009,New Zealand,Stateless,1
46706,2009,New Zealand,Sudan,0
46707,2009,New Zealand,Syrian Arab Rep.,2
46708,2009,New Zealand,Turkey,0
46709,2009,New Zealand,Uganda,0
46710,2009,New Zealand,Viet Nam,0
46711,2009,New Zealand,Zimbabwe,5
46712,2009,Nicaragua,Bangladesh,0
46713,2009,Nicaragua,Colombia,3
46714,2009,Nicaragua,Cuba,0
46715,2009,Nicaragua,Eritrea,0
46716,2009,Nicaragua,Ethiopia,0
46717,2009,Nicaragua,Honduras,49
46718,2009,Nicaragua,Iran (Islamic Rep. of),0
46719,2009,Nicaragua,Nepal,0
46720,2009,Nicaragua,Somalia,14
46721,2009,Niger,Benin,0
46722,2009,Niger,Central African Rep.,0
46723,2009,Niger,Chad,0
46724,2009,Niger,Dem. Rep. of the Congo,0
46725,2009,Niger,Nigeria,0
46726,2009,Niger,Rwanda,0
46727,2009,Niger,Somalia,0
46728,2009,Nigeria,Benin,0
46729,2009,Nigeria,Cameroon,0
46730,2009,Nigeria,Central African Rep.,0
46731,2009,Nigeria,Chad,1
46732,2009,Nigeria,Congo,0
46733,2009,Nigeria,Côte d'Ivoire,0
46734,2009,Nigeria,Dem. Rep. of the Congo,0
46735,2009,Nigeria,Eritrea,0
46736,2009,Nigeria,Ethiopia,0
46737,2009,Nigeria,Gabon,0
46738,2009,Nigeria,Ghana,0
46739,2009,Nigeria,Guinea,0
46740,2009,Nigeria,Guinea-Bissau,0
46741,2009,Nigeria,Lebanon,0
46742,2009,Nigeria,Liberia,0
46743,2009,Nigeria,Palestinian,0
46744,2009,Nigeria,Rwanda,0
46745,2009,Nigeria,Sierra Leone,0
46746,2009,Nigeria,Somalia,1
46747,2009,Nigeria,Sudan,0
46748,2009,Nigeria,Togo,0
46749,2009,Norway,Afghanistan,139
46750,2009,Norway,Albania,0
46751,2009,Norway,Algeria,0
46752,2009,Norway,Angola,0
46753,2009,Norway,Armenia,0
46754,2009,Norway,Australia,0
46755,2009,Norway,Azerbaijan,0
46756,2009,Norway,Bangladesh,0
46757,2009,Norway,Belarus,0
46758,2009,Norway,Benin,0
46759,2009,Norway,Bhutan,0
46760,2009,Norway,Bolivia (Plurinational State of),0
46761,2009,Norway,Bosnia and Herzegovina,0
46762,2009,Norway,Botswana,0
46763,2009,Norway,Brazil,0
46764,2009,Norway,Bulgaria,0
46765,2009,Norway,Burkina Faso,0
46766,2009,Norway,Burundi,2
46767,2009,Norway,Cameroon,1
46768,2009,Norway,Canada,0
46769,2009,Norway,Central African Rep.,0
46770,2009,Norway,Chad,0
46771,2009,Norway,Chile,0
46772,2009,Norway,China,28
46773,2009,Norway,Colombia,1
46774,2009,Norway,Congo,1
46775,2009,Norway,Croatia,0
46776,2009,Norway,Cuba,0
46777,2009,Norway,Cyprus,0
46778,2009,Norway,Czech Rep.,0
46779,2009,Norway,Côte d'Ivoire,0
46780,2009,Norway,Dem. People's Rep. of Korea,0
46781,2009,Norway,Dem. Rep. of the Congo,13
46782,2009,Norway,Denmark,0
46783,2009,Norway,Djibouti,0
46784,2009,Norway,Ecuador,0
46785,2009,Norway,Egypt,0
46786,2009,Norway,Eritrea,604
46787,2009,Norway,Estonia,0
46788,2009,Norway,Ethiopia,180
46789,2009,Norway,France,0
46790,2009,Norway,Gabon,0
46791,2009,Norway,Gambia,1
46792,2009,Norway,Georgia,0
46793,2009,Norway,Germany,0
46794,2009,Norway,Ghana,1
46795,2009,Norway,Guatemala,0
46796,2009,Norway,Guinea,2
46797,2009,Norway,Guinea-Bissau,0
46798,2009,Norway,Honduras,0
46799,2009,Norway,Hungary,0
46800,2009,Norway,India,0
46801,2009,Norway,Indonesia,0
46802,2009,Norway,Iran (Islamic Rep. of),121
46803,2009,Norway,Iraq,149
46804,2009,Norway,Israel,3
46805,2009,Norway,Italy,0
46806,2009,Norway,Jamaica,0
46807,2009,Norway,Jordan,0
46808,2009,Norway,Kazakhstan,0
46809,2009,Norway,Kenya,0
46810,2009,Norway,Kuwait,0
46811,2009,Norway,Kyrgyzstan,0
46812,2009,Norway,Lebanon,1
46813,2009,Norway,Liberia,1
46814,2009,Norway,Libya,0
46815,2009,Norway,Lithuania,0
46816,2009,Norway,Malawi,0
46817,2009,Norway,Malaysia,0
46818,2009,Norway,Mali,0
46819,2009,Norway,Mauritania,0
46820,2009,Norway,Mexico,0
46821,2009,Norway,Mongolia,0
46822,2009,Norway,Montenegro,0
46823,2009,Norway,Morocco,0
46824,2009,Norway,Mozambique,0
46825,2009,Norway,Myanmar,8
46826,2009,Norway,Namibia,0
46827,2009,Norway,Nepal,0
46828,2009,Norway,Netherlands,0
46829,2009,Norway,Nicaragua,0
46830,2009,Norway,Niger,0
46831,2009,Norway,Nigeria,1
46832,2009,Norway,Norway,0
46833,2009,Norway,Oman,0
46834,2009,Norway,Pakistan,0
46835,2009,Norway,Papua New Guinea,0
46836,2009,Norway,Philippines,0
46837,2009,Norway,Poland,0
46838,2009,Norway,Rep. of Korea,0
46839,2009,Norway,Rep. of Moldova,0
46840,2009,Norway,Romania,0
46841,2009,Norway,Russian Federation,26
46842,2009,Norway,Rwanda,0
46843,2009,Norway,Saudi Arabia,0
46844,2009,Norway,Senegal,1
46845,2009,Norway,Serbia and Kosovo (S/RES/1244 (1999)),5
46846,2009,Norway,Sierra Leone,0
46847,2009,Norway,Slovakia,0
46848,2009,Norway,Somalia,301
46849,2009,Norway,South Africa,0
46850,2009,Norway,Spain,0
46851,2009,Norway,Sri Lanka,3
46852,2009,Norway,Stateless,129
46853,2009,Norway,Sudan,52
46854,2009,Norway,Sweden,0
46855,2009,Norway,Syrian Arab Rep.,5
46856,2009,Norway,Tajikistan,0
46857,2009,Norway,The former Yugoslav Republic of Macedonia,0
46858,2009,Norway,Togo,1
46859,2009,Norway,Tunisia,0
46860,2009,Norway,Turkey,0
46861,2009,Norway,Turkmenistan,4
46862,2009,Norway,Uganda,0
46863,2009,Norway,Ukraine,0
46864,2009,Norway,United Kingdom,0
46865,2009,Norway,United Rep. of Tanzania,0
46866,2009,Norway,United States of America,0
46867,2009,Norway,Uzbekistan,6
46868,2009,Norway,Various/Unknown,0
46869,2009,Norway,Venezuela (Bolivarian Republic of),0
46870,2009,Norway,Viet Nam,0
46871,2009,Norway,Western Sahara,0
46872,2009,Norway,Yemen,7
46873,2009,Norway,Zimbabwe,1
46874,2009,Oman,Iran (Islamic Rep. of),0
46875,2009,Oman,Iraq,19
46876,2009,Oman,Myanmar,0
46877,2009,Oman,Sri Lanka,0
46878,2009,Oman,Sudan,0
46879,2009,Pakistan,Afghanistan,380
46880,2009,Pakistan,Algeria,0
46881,2009,Pakistan,Bangladesh,0
46882,2009,Pakistan,Bosnia and Herzegovina,0
46883,2009,Pakistan,Burundi,0
46884,2009,Pakistan,China,0
46885,2009,Pakistan,Egypt,0
46886,2009,Pakistan,Eritrea,0
46887,2009,Pakistan,Ethiopia,0
46888,2009,Pakistan,India,0
46889,2009,Pakistan,Indonesia,0
46890,2009,Pakistan,Iran (Islamic Rep. of),6
46891,2009,Pakistan,Iraq,13
46892,2009,Pakistan,Jordan,0
46893,2009,Pakistan,Kenya,0
46894,2009,Pakistan,Liberia,0
46895,2009,Pakistan,Myanmar,0
46896,2009,Pakistan,Nigeria,0
46897,2009,Pakistan,Palestinian,0
46898,2009,Pakistan,Russian Federation,0
46899,2009,Pakistan,Somalia,80
46900,2009,Pakistan,South Africa,0
46901,2009,Pakistan,Sri Lanka,5
46902,2009,Pakistan,Turkey,3
46903,2009,Pakistan,Turkmenistan,0
46904,2009,Pakistan,Uzbekistan,1
46905,2009,Palau,Myanmar,11
46906,2009,Panama,Afghanistan,0
46907,2009,Panama,Bangladesh,0
46908,2009,Panama,Belarus,0
46909,2009,Panama,Cameroon,0
46910,2009,Panama,Colombia,25
46911,2009,Panama,Cuba,4
46912,2009,Panama,Dem. Rep. of the Congo,0
46913,2009,Panama,Ecuador,0
46914,2009,Panama,El Salvador,0
46915,2009,Panama,Eritrea,0
46916,2009,Panama,Ethiopia,0
46917,2009,Panama,Ghana,1
46918,2009,Panama,Guatemala,9
46919,2009,Panama,Haiti,0
46920,2009,Panama,Liberia,0
46921,2009,Panama,Nepal,0
46922,2009,Panama,Nicaragua,0
46923,2009,Panama,Nigeria,0
46924,2009,Panama,Palestinian,0
46925,2009,Panama,Somalia,0
46926,2009,Panama,Venezuela (Bolivarian Republic of),0
46927,2009,Panama,Zimbabwe,0
46928,2009,Papua New Guinea,Afghanistan,2
46929,2009,Papua New Guinea,Bangladesh,0
46930,2009,Papua New Guinea,Morocco,1
46931,2009,Papua New Guinea,Nigeria,0
46932,2009,Papua New Guinea,Sri Lanka,4
46933,2009,Papua New Guinea,United States of America,0
46934,2009,Papua New Guinea,Viet Nam,1
46935,2009,Paraguay,Argentina,0
46936,2009,Paraguay,Brazil,0
46937,2009,Paraguay,Colombia,4
46938,2009,Paraguay,Cuba,5
46939,2009,Paraguay,Iraq,5
46940,2009,Paraguay,Stateless,0
46941,2009,Paraguay,Venezuela (Bolivarian Republic of),0
46942,2009,Peru,Argentina,0
46943,2009,Peru,Barbados,0
46944,2009,Peru,Bolivia (Plurinational State of),2
46945,2009,Peru,Brazil,0
46946,2009,Peru,Chile,0
46947,2009,Peru,China,0
46948,2009,Peru,Colombia,43
46949,2009,Peru,Cuba,18
46950,2009,Peru,Dem. Rep. of the Congo,0
46951,2009,Peru,Ecuador,0
46952,2009,Peru,France,0
46953,2009,Peru,Gambia,2
46954,2009,Peru,Guatemala,1
46955,2009,Peru,Haiti,2
46956,2009,Peru,India,0
46957,2009,Peru,Iraq,1
46958,2009,Peru,Jordan,1
46959,2009,Peru,Kazakhstan,0
46960,2009,Peru,Liberia,1
46961,2009,Peru,Namibia,0
46962,2009,Peru,Nepal,0
46963,2009,Peru,Palestinian,0
46964,2009,Peru,Russian Federation,0
46965,2009,Peru,Serbia and Kosovo (S/RES/1244 (1999)),6
46966,2009,Peru,South Africa,0
46967,2009,Peru,Stateless,0
46968,2009,Peru,Switzerland,0
46969,2009,Peru,Syrian Arab Rep.,0
46970,2009,Peru,Tibetan,0
46971,2009,Peru,United States of America,0
46972,2009,Peru,Venezuela (Bolivarian Republic of),5
46973,2009,Philippines,Afghanistan,0
46974,2009,Philippines,Armenia,0
46975,2009,Philippines,Bahrain,0
46976,2009,Philippines,China,0
46977,2009,Philippines,Eritrea,0
46978,2009,Philippines,Ethiopia,0
46979,2009,Philippines,France,0
46980,2009,Philippines,Iran (Islamic Rep. of),1
46981,2009,Philippines,Iraq,1
46982,2009,Philippines,Japan,0
46983,2009,Philippines,Jordan,0
46984,2009,Philippines,Lebanon,1
46985,2009,Philippines,Liberia,0
46986,2009,Philippines,Myanmar,0
46987,2009,Philippines,Nigeria,0
46988,2009,Philippines,Pakistan,0
46989,2009,Philippines,Palestinian,0
46990,2009,Philippines,Rwanda,0
46991,2009,Philippines,Sierra Leone,0
46992,2009,Philippines,Somalia,0
46993,2009,Philippines,Sri Lanka,0
46994,2009,Philippines,Stateless,0
46995,2009,Philippines,Sudan,0
46996,2009,Philippines,Timor-Leste,0
46997,2009,Philippines,Turkey,0
46998,2009,Philippines,United Arab Emirates,0
46999,2009,Philippines,Viet Nam,0
47000,2009,Poland,Afghanistan,0
47001,2009,Poland,Albania,0
47002,2009,Poland,Algeria,0
47003,2009,Poland,Angola,0
47004,2009,Poland,Armenia,0
47005,2009,Poland,Azerbaijan,0
47006,2009,Poland,Bangladesh,0
47007,2009,Poland,Belarus,20
47008,2009,Poland,Burundi,0
47009,2009,Poland,Cameroon,0
47010,2009,Poland,China,0
47011,2009,Poland,Colombia,0
47012,2009,Poland,Comoros,0
47013,2009,Poland,Congo,0
47014,2009,Poland,Croatia,0
47015,2009,Poland,Cuba,0
47016,2009,Poland,Dem. Rep. of the Congo,0
47017,2009,Poland,Djibouti,0
47018,2009,Poland,Egypt,0
47019,2009,Poland,Ethiopia,0
47020,2009,Poland,Gambia,0
47021,2009,Poland,Georgia,0
47022,2009,Poland,Ghana,0
47023,2009,Poland,Guinea,0
47024,2009,Poland,Haiti,0
47025,2009,Poland,India,0
47026,2009,Poland,Iran (Islamic Rep. of),4
47027,2009,Poland,Iraq,1
47028,2009,Poland,Jordan,0
47029,2009,Poland,Kazakhstan,0
47030,2009,Poland,Kenya,0
47031,2009,Poland,Kyrgyzstan,0
47032,2009,Poland,Latvia,0
47033,2009,Poland,Lebanon,0
47034,2009,Poland,Libya,0
47035,2009,Poland,Mali,0
47036,2009,Poland,Mauritania,0
47037,2009,Poland,Mongolia,0
47038,2009,Poland,Morocco,0
47039,2009,Poland,Nepal,0
47040,2009,Poland,Nigeria,0
47041,2009,Poland,Pakistan,1
47042,2009,Poland,Palestinian,0
47043,2009,Poland,Philippines,0
47044,2009,Poland,Rep. of Moldova,0
47045,2009,Poland,Russian Federation,103
47046,2009,Poland,Rwanda,0
47047,2009,Poland,Senegal,1
47048,2009,Poland,Serbia and Kosovo (S/RES/1244 (1999)),0
47049,2009,Poland,Sierra Leone,0
47050,2009,Poland,Somalia,2
47051,2009,Poland,Sri Lanka,1
47052,2009,Poland,Stateless,0
47053,2009,Poland,Sudan,0
47054,2009,Poland,Syrian Arab Rep.,0
47055,2009,Poland,Tajikistan,0
47056,2009,Poland,The former Yugoslav Republic of Macedonia,0
47057,2009,Poland,Togo,0
47058,2009,Poland,Tunisia,0
47059,2009,Poland,Turkey,0
47060,2009,Poland,Turkmenistan,0
47061,2009,Poland,Uganda,0
47062,2009,Poland,Ukraine,0
47063,2009,Poland,United Rep. of Tanzania,0
47064,2009,Poland,United States of America,0
47065,2009,Poland,Uzbekistan,0
47066,2009,Poland,Venezuela (Bolivarian Republic of),0
47067,2009,Poland,Viet Nam,1
47068,2009,Poland,Yemen,0
47069,2009,Poland,Zambia,0
47070,2009,Portugal,Angola,0
47071,2009,Portugal,Belarus,0
47072,2009,Portugal,Benin,0
47073,2009,Portugal,Bosnia and Herzegovina,0
47074,2009,Portugal,Brazil,0
47075,2009,Portugal,Cameroon,0
47076,2009,Portugal,Chad,0
47077,2009,Portugal,Colombia,0
47078,2009,Portugal,Cuba,0
47079,2009,Portugal,Dem. Rep. of the Congo,3
47080,2009,Portugal,El Salvador,0
47081,2009,Portugal,Eritrea,0
47082,2009,Portugal,Gambia,0
47083,2009,Portugal,Georgia,0
47084,2009,Portugal,Guinea,0
47085,2009,Portugal,Guinea-Bissau,0
47086,2009,Portugal,India,0
